,post_time,id,post_view,post_reply,post_symph,post_title
23,2019-01-24 19:42:19,13090766,668,4,0, 탄산수 씨그램은 맛없군요 
23,2019-01-24 19:47:19,13090785,1085,5,0, 영어발음 오해로 상대가 큰 착각을 
23,2019-01-24 19:52:14,13090801,276,2,0, 이거 알면 아재?? 
23,2019-01-24 19:56:26,13090816,4409,24,0, ps4 용서받지 못한 자 등장.jpg 
23,2019-01-25 19:11:50,13094955,425,9,0, 그런데 클량분들은 우리나라를 범서방권이랑 제3세계국가중 어느쪽에 더 
23,2019-01-25 19:22:29,13094985,1130,2,0, 플스4 이 근방은 다 멸종인가봐요 
23,2019-01-25 19:32:14,13095012,831,11,2," [자유한국당] 정부의 외교적 무능 덮으려는 여당의 반일감정 조장, 씁쓸하다 "
23,2019-01-25 19:42:02,13095042,5328,37,11, 플스4 되팔렘 엄청 당당하네요. 
23,2019-01-26 19:06:34,13098788,2398,12,0, 손흥민 설렁설렁 뛰었다는데 제가 보기엔... 
23,2019-01-26 19:16:27,13098816,979,4,0, qcy t1 알구게에 그 폼팁인가? 얼마전에 구입해서 팁을 바꿨더니 엄청나네요 ㄷㄷ 
23,2019-01-26 19:27:25,13098839,1817,4,0, 첫 파스타 데뷔입니다. 
23,2019-01-26 19:37:01,13098864,3090,20,0, 꽃게 사오다 자동차 시트를 긁어먹었네요 
23,2019-01-26 19:47:12,13098893,1103,3,0, 어제 오늘 소개팅 하신분들 모여보십니다. 
23,2019-01-26 19:56:49,13098919,559,0,0, 뭔가 이번 축구는 
23,2019-01-27 19:06:54,13101847,2496,9,1, 독립운동하는 심정으로 출마하신 분. 
23,2019-01-27 19:17:13,13101858,1293,7,0," 성경을 간만에 읽는데(구약), 도둑의 침입에 관한 법... "
23,2019-01-27 19:27:00,13101885,1630,14,0, '성인이 된 영재들'이라는 책을 보니 지능지수는 고고익선이 절대 아닌듯 합니다. 
23,2019-01-27 19:35:34,13101911,837,11,0, 저는 앤썸 괜찮은 것 같네요 
23,2019-01-27 19:45:40,13101937,998,4,0, 질문이 끝나길 기다리는 
23,2019-01-27 19:56:19,13101968,2638,24,0, 저는 김수미 나오는 그 요리프로그램... 별로더군요. 
23,2019-01-28 19:07:08,13105687,1404,23,0, (스포) 킹덤 두 번째 정주행중입다.. 
23,2019-01-28 19:17:05,13105717,1443,3,0, 손혜원 의원 관련 새로운 사실처럼 보도하는 매체들 
23,2019-01-28 19:25:09,13105741,6336,67,1, 수입맥주중에 호불호 많이 갈리는 것.jpg 
23,2019-01-28 19:36:24,13105764,1690,2,0, 플스4 슬림 천호 현대 여유있네요 
23,2019-01-28 19:46:00,13105799,14327,28,0, 여장갤러리 레전드.jpg 
23,2019-01-28 19:57:11,13105830,3964,15,1, 현직 영국입니다.. 브렉시트.. 
23,2019-01-29 19:06:53,13109345,401,0,0, 알라딘 앨범 당일배송으로 수령했어요 
23,2019-01-29 19:16:01,13109367,2130,14,0," 변시 1회·사시 42기 '기수 다툼'..""우리가 선배야"" 결국 투표 붙여 "
23,2019-01-29 19:26:48,13109407,710,4,0, 이번분기 애니작화 최강은 이거 아닌가요?? 
23,2019-01-29 19:37:29,13109445,2891,3,0, [키움] 선수들 연봉계약 마쳤네요 
23,2019-01-29 19:46:01,13109465,2574,9,3, 7세기 일본은 백제·신라 본떠”…‘목간 연구’ 일본 학자들 인정했다 
23,2019-01-29 19:54:22,13109488,2415,16,0, 요즘 어린 청년들과 의사소통하는 법 
23,2019-01-30 19:02:04,13113676,2047,36,2, 전라도인데 일베 성향인 사람도 있네요 
23,2019-01-30 19:06:52,13113691,1437,5,1, 넷플릭스에 상류사회 업데이트 됐어요 
23,2019-01-30 19:11:27,13113712,1949,4,4, 2심에서 무혐의 
23,2019-01-30 19:16:39,13113731,471,0,3, ▶◀ 사법부 이젠 사법부 차례입니다. 
23,2019-01-30 19:22:01,13113757,1167,5,0, Sbs끝까지 파는 넘들부터 수상합니다 
23,2019-01-30 19:26:54,13113784,299,0,0, 토요일 날씨 영상권이네요. 
23,2019-01-30 19:31:53,13113816,1647,4,13, 돌이켜 보면...특검이 이상하리 만큼 자신만만 했음... 
23,2019-01-30 19:37:20,13113837,601,1,0, 클리앙 노인정에 다녀와봤습니다.. 
23,2019-01-30 19:42:02,13113857,1104,20,1, [YouTube] 이런 공간 + 오디오 시스템이 있으면 좋겠네요...ㅠㅠ 
23,2019-01-30 19:47:04,13113876,472,3,4, 재벌과 사법적폐는 떨어질 수 없습니다 
23,2019-01-30 19:51:11,13113884,1884,3,6, 성창호 판사 출신 보면 판결이 이해가 가는군요... 
23,2019-01-24 20:02:05,13090842,1443,12,7, 손석희 사장을 존경하는 1인입니다. 
23,2019-01-24 20:11:45,13090881,1058,1,0, 폭행여부보다 그간 쌓아온 인간 손석희 이미지가... 
23,2019-01-24 20:16:59,13090898,2204,19,0, 아...신혼여행 못갈꺼같아요... 
23,2019-01-24 20:21:15,13090918,17108,30,91, 황교활이 하나 터졌네요 
23,2019-01-24 20:27:16,13090938,1833,9,0, 일본 독감환자 '이상행동' 잇달아 
23,2019-01-24 20:32:14,13090956,1527,4,0," jtbc뉴스 진행, 오늘 손 앵커 대신 다른 앵커가 했나요? "
23,2019-01-24 20:37:21,13090976,4033,25,1, 손사장이 '아팠다면 폭행이고 사과한다'고 했답니다. 
23,2019-01-24 20:42:21,13090989,868,1,0, 신태용의 전술노트) 한국 V 바레인 (ft. 경희대 구너 
23,2019-01-24 20:47:12,13091006,649,5,0, 혼자 남산타워 올라갔다 왔습니다 
23,2019-01-24 20:51:25,13091023,1094,16,2, 혹시 아직 스타크래프트1 하시는 분 계신가요?ㅎㅎ 
23,2019-01-24 20:57:09,13091036,1987,7,16, 폭행은 솔직히 안믿는데 
23,2019-01-25 20:11:51,13095144,534,3,0, 이번 삼성 모바일 스토어 이벤트 신청 누락 경우가 있는거 같더군요 
23,2019-01-25 20:22:14,13095172,567,0,0, 축구할 시간이 다가오는데... 킹덤 재생 누르면 안되는데... 
23,2019-01-25 20:32:05,13095192,1620,5,0, @@@: 꺄 초계기다 
23,2019-01-25 20:41:15,13095213,2013,2,0, 킹덤 정주행 소감(스포 없음) 
23,2019-01-25 20:51:44,13095247,2185,10,0, 요즘 탄산수 음청 사먹네요 
23,2019-01-26 20:06:04,13098942,1983,5,0," 공포,심약주의] 인간을 사냥하고있는 흉폭한 맹금류.mp4 "
23,2019-01-26 20:17:19,13098967,2283,6,2, 저도 대게 시식 인증! 
23,2019-01-26 20:27:16,13098987,966,1,0, 변비 때문에 가끔 아락실을 먹는데... 
23,2019-01-26 20:36:00,13099008,4177,4,0, 100m 깊이 시추공에 빠진 두살배기 끝내 숨진 채 발견(종합) 
23,2019-01-26 20:47:01,13099033,542,2,0, [어린이책 추천]초3도서 '경주'-경주를 좋아하시는 어른에게도 추천합니다 
23,2019-01-26 20:57:08,13099061,1460,8,0, LG V40 카메라가 요상하네용. 
23,2019-01-27 20:06:45,13101996,1204,11,0, 보이차 좋아하세요?.. 
23,2019-01-27 20:15:30,13102023,1718,11,1, 프로듀스 48은 역대급 서바이벌 프로그램이었던거 같습니다. 
23,2019-01-27 20:27:08,13102050,1815,10,0, 지인에게서 vive를 빌려왔습니다 
23,2019-01-27 20:37:14,13102088,433,0,0, 프로듀스 그룹 해체콘 vod는 맨날 올레티비에서 제공하네요 
23,2019-01-27 20:47:10,13102120,542,0,0, 댕댕이 
23,2019-01-27 20:57:00,13102157,1827,7,1," 소개도, 여자분이 밥 사준다고 해도 귀찮고? 이렇게 혼자 사는걸까요? "
23,2019-01-28 20:06:38,13105853,607,7,0, 저는 아직도 한나라당이 입에 붙던데 ... 
23,2019-01-28 20:17:00,13105886,2700,2,4, 읭? 문통이 ‘방콕 대통령’이라고??? 
23,2019-01-28 20:26:02,13105907,7600,60,0, 태국 수완나품 공항 직원을 폭행한 한국인.gif 
23,2019-01-28 20:36:41,13105937,2598,33,2, ㅅㅅ은 왜 노트까지.엣지로 만든걸까요? 
23,2019-01-28 20:46:53,13105974,7745,28,25, 황교안 '부산 여자 드세서 남자한테 맞는 것' 
23,2019-01-28 20:57:01,13106007,4149,10,18, 아이즈원) 민주의 고민.gif 
23,2019-01-29 20:06:22,13109517,2585,6,0, 맥북에어는 설명서에 없던 용도가 있었쥬..jpg 
23,2019-01-29 20:17:07,13109558,534,3,0, 태권도 학원 밴이 브레이크등이 나갔네요 
23,2019-01-29 20:24:10,13109589,2863,22,0, 손혜원의원은 개신교 신도입니다. 
23,2019-01-29 20:37:29,13109637,274,6,0, KT 데이턱 100MB 10+10분입니다. 
23,2019-01-29 20:47:20,13109660,1523,7,0, 새소게글 보고 질렀습니다.jpg 
23,2019-01-29 20:57:12,13109695,450,1,0, 소화도 잘 안되고 먹어도 그냥 나오는것 같아 고민했는데 
23,2019-01-30 20:02:04,13113937,2208,9,0, 진짜 그냥 지나가다 PS4 프로구입 
23,2019-01-30 20:05:25,13113946,815,6,0, [노스포] 킹덤 2화째 봤습니다. 
23,2019-01-30 20:11:48,13113972,1206,14,2, 괴물들과 싸우려면 괴물이 되어야 하나요? 
23,2019-01-30 20:16:36,13113989,1072,6,1, 주운돈 맡기러 파출소 왔습니다. 
23,2019-01-30 20:22:20,13114017,369,1,2, ▶◀[나무의 서] -안치환- 
23,2019-01-30 20:26:31,13114033,530,3,0, 댓글조작 사건의 시발은 어디였나요?! 
23,2019-01-30 20:32:14,13114050,1660,5,1, 강릉 KTX는 제 삶을 참 윤택하게 해주는군요 
23,2019-01-30 20:36:55,13114066,997,4,1, 화가나서 참을수가 없네요. 저 원래 욕하지않는데 오늘은 예외입니다. 
23,2019-01-30 20:41:49,13114086,3278,6,23," 서기호 '성창호는 양승태 키즈, 법조인조차 이해되지 않는 황당한 판결 내려' "
23,2019-01-30 20:51:36,13114111,606,3,0, 클량정도 규모면 운영진들이 있겠죠? 
23,2019-01-24 21:02:10,13091049,624,9,0, 정장에 연한 핑크색 셔츠 입으면 너무 튀려나요. 
23,2019-01-24 21:12:00,13091095,1611,6,0," 그래서, 오늘 PS4 PRO는 성공들 하셨습니까? "
23,2019-01-24 21:16:18,13091110,1064,1,0," 포드, 유럽형 레인저에 2.0 디젤엔진 적용..국내 투입 전망은? "
23,2019-01-24 21:21:40,13091126,2873,6,0, 돈받기 싫은 판매자. 
23,2019-01-24 21:27:08,13091151,1416,4,0, 영화 극한직업 감상평 스포무 
23,2019-01-24 21:32:08,13091169,596,3,0, 오버클럭 하고나니 쾌적하네요 
23,2019-01-24 21:36:46,13091182,1090,4,0," Đất nước tôi,trò chơi bóng đá Việt Nam sẽ bắt đầu sau một thời gian "
23,2019-01-24 21:41:31,13091193,5234,16,0, 명절때마다 등장하는 음란한 쏘세지.jpg 
23,2019-01-24 21:47:20,13091214,967,10,0, [YouTube] 조립식? 게임기가 있군요. 
23,2019-01-24 21:52:08,13091235,662,8,0, 알리 배송 안오는거 디스풋 걸었더니 환불 결정 되었네요... 
23,2019-01-25 21:00:46,13095265,1336,6,0, 홍크나이트가 손사장을 옹호하네요 
23,2019-01-25 21:11:53,13095295,377,0,0, 어제 발사테스트한 블루오리진 뉴 쉐퍼드 영상 
23,2019-01-25 21:21:17,13095327,942,3,0, 뚜레쥬르 케익 저번주 일욜에 삿는데 
23,2019-01-25 21:30:39,13095353,1888,1,0, 킹덤을 보고나니 
23,2019-01-25 21:42:15,13095384,1442,1,0," 손흥민이 측면으로 간 이유는, 오늘은 직접 해결해달라는거죠 "
23,2019-01-25 21:51:50,13095416,1705,17,1, 올해 춘절(중국설) 중국인 여행지 순위 
23,2019-01-26 21:07:01,13099087,1232,10,0, 나고야 스파랜드 놀이기구 장난없더군요.. 
23,2019-01-26 21:17:18,13099110,5327,6,10, 전우용 교수님 각개격파중.jpg 
23,2019-01-26 21:27:20,13099144,994,1,0, 지름 인증 
23,2019-01-26 21:36:27,13099171,894,5,0, 페북 친구추천 정말 신기하네요.. 
23,2019-01-26 21:46:49,13099198,1819,4,1, 신발이 왔네요. 
23,2019-01-26 21:57:06,13099229,513,0,0, PPL하니까 얼마 전에 본 프로그램이 생각나네요. 
23,2019-01-27 21:06:55,13102189,6884,11,3, 개발자의 버그 픽스.gif 
23,2019-01-27 21:17:15,13102219,1252,12,0, 귤잼좋아하세요? 
23,2019-01-27 21:27:22,13102253,7200,32,3, 갠적으로 맥 쓰면서 최고앱.jpg 
23,2019-01-27 21:37:14,13102291,2172,6,1, 와 KFC 치킨나이트 + 맥주는 혜자군여!! 
23,2019-01-27 21:47:04,13102327,1036,13,1," 레노버나 dell, acer 등은 as가 왜 그런걸까요? "
23,2019-01-27 21:51:38,13102335,5334,7,4, 아이즈원 리더 독무.gif 
23,2019-01-27 21:55:40,13102346,1908,3,1, 스브스 미우새 보다 보니....김종국 편은 재미 없어서 째는 편인데..... 
23,2019-01-28 21:06:44,13106030,4348,7,2, 식물갤러리식 일침.jpg 
23,2019-01-28 21:17:08,13106057,2009,1,1, 핵인싸 꼬맹이 
23,2019-01-28 21:26:58,13106084,1248,12,6, 아이큐와 노력에 대한 잡설 하나.. 
23,2019-01-28 21:37:00,13106120,2608,8,0, [약혐] 방어 손질하기.ytb 
23,2019-01-28 21:47:03,13106161,2462,15,0, 국내 콘솔업체들 이익보면 진짜 눈물나네요 ㅠㅠ 
23,2019-01-28 21:57:10,13106201,1067,2,0, GS 육개장... 
23,2019-01-29 21:07:07,13109722,737,0,1, 독서모임 인원 모집!!! 
23,2019-01-29 21:17:03,13109759,261,2,0, Kt 데이터 나눔 
23,2019-01-29 21:26:58,13109790,349,2,3, 응원좀 해주세요. 
23,2019-01-29 21:31:47,13109802,5586,7,12, 아이즈원 조유리.gif 
23,2019-01-29 21:37:12,13109820,1109,2,0, 영국 모터사이클 회사 트라이엄프.tube 
23,2019-01-29 21:41:11,13109832,1837,6,0, QCY T1 물건이군요 
23,2019-01-29 21:47:05,13109855,2255,8,0, 갤럭시M10& M20 공식 홍보물 
23,2019-01-29 21:51:09,13109867,2635,18,43, 문재인 대통령 같은 분은 앞으로 잘 없을거에요 
23,2019-01-29 21:56:40,13109884,2312,11,0, 옥수수를 쓰기 시작하니 움짤 만들기가 편하네요 
23,2019-01-30 21:02:28,13114157,1265,8,2, 기레기+떡검+판새가 결합하면 무적이네요 ㄷㄷㄷ 
23,2019-01-30 21:05:37,13114171,1736,3,0, KT넷플릭스 심각하네요 
23,2019-01-30 21:10:19,13114188,5969,15,0, 유민상은 정말 브레인이 맞네요 
23,2019-01-30 21:16:49,13114200,2019,16,0, 키원 샀네요 
23,2019-01-30 21:22:21,13114214,2858,8,0, 체르노빌 그후 30년 
23,2019-01-30 21:25:14,13114220,1551,8,0, 스위치 os는 진짜 가벼운거 같아요 
23,2019-01-24 22:01:54,13091277,1430,9,0," 삼성 갤럭시s10, 암호화폐 지원하나?? "
23,2019-01-24 22:12:05,13091308,693,3,0, 스카이림 멀티플레이 모드 공개. GISA 
23,2019-01-24 22:16:45,13091334,2976,11,0, 우리 헬스클럽에 미인이 많은 걸 몰랐네요 
23,2019-01-24 22:21:54,13091352,371,0,0, 확실히 일본이 패스는 잘하네요 ㄷㄷㄷ 
23,2019-01-24 22:26:56,13091375,113,0,0, ㅋㅋㅋㅋ 노골 
23,2019-01-24 22:31:56,13091460,448,0,0, 바레인전보다 베일전 경기가 더 재밌는 느낌 ㅋㅋ 
23,2019-01-24 22:37:13,13091477,2474,6,2, 베트남 키퍼 
23,2019-01-24 22:41:48,13091507,499,1,0, 글고보니 바이오하자드2 가 내일 나오네요 
23,2019-01-24 22:46:55,13091540,1698,4,0, [아시안컵] 베트남 골키퍼는 왜 자꾸 '양반놈' 같은지... 
23,2019-01-24 22:51:36,13091555,2536,15,0, 동네에 스벅R 이 생겼네요 
23,2019-01-24 22:57:07,13091583,3323,10,11, 항일전 잼나네요 
23,2019-01-25 22:01:39,13095452,1288,4,1, 편의점도 맥주전쟁이네요. 
23,2019-01-25 22:11:49,13095475,4473,0,5, 손석희 보도한 뉴스데스크.jpg 
23,2019-01-25 22:22:08,13095515,188,0,1, 공격루트 왼쪽이 많은듯 
23,2019-01-25 22:32:05,13095568,1514,7,1, 배가놈 목소리 강제 출연 
23,2019-01-25 22:41:23,13095602,787,8,1, 전술중에 역습이란게 없나요? 
23,2019-01-25 22:52:03,13095659,6373,37,1, 아파트 쓰레기장에 버려진 결혼액자.jpg 
23,2019-01-26 22:06:58,13099259,702,0,0, 내일 마트 쉬는날이라 늦게 다녀왔네요 
23,2019-01-26 22:16:31,13099285,3709,6,0, 참이슬 한방울잔 아이린 rev 
23,2019-01-26 22:27:25,13099310,987,3,0, 제가 생각하는 최고의 애니 ost 
23,2019-01-26 22:37:15,13099340,1962,9,0, 여자친구 마지노선 이요? 
23,2019-01-26 22:46:01,13099361,2331,18,0, 우리나라 코메디 영화 레전설은 
23,2019-01-26 22:56:49,13099386,438,3,0, 저의 최고의 애니메 OST는... 
23,2019-01-27 22:02:07,13102369,2867,12,2, 이병헌 감독 연출 ‘멜로가 체질’ JTBC 하반기 편성…“천우희 검토” 
23,2019-01-27 22:06:47,13102387,1039,4,6, 친일수꼴들이 우파 코스프레 하면서 좌파 들먹이는데 
23,2019-01-27 22:11:16,13102396,4012,7,4, [덕 주의] 여친이 커피는 주는데... 
23,2019-01-27 22:17:02,13102406,1070,3,1, 오늘 효도르 경기가 있었군요 
23,2019-01-27 22:22:08,13102424,2968,17,1, 샤잠 한글 로고 실화입니까... 
23,2019-01-27 22:27:28,13102447,2920,9,8, 손혜원 효과..관광객 '북적'[목포MBC뉴스데스크] 
23,2019-01-27 22:31:50,13102461,733,2,1, 배그 3연속 치킨먹었네요 
23,2019-01-27 22:36:51,13102473,1237,0,2, 대두 모자 너무 좋네요 
23,2019-01-27 22:42:25,13102499,11359,6,4, (후방) 바바후미카.jpg 
23,2019-01-27 22:47:06,13102515,3743,2,2, 워셔액남 
23,2019-01-27 22:51:33,13102530,4988,13,0, SKT 사장 ''사장님' 대신 '제이피'라고 불러달라' 
23,2019-01-27 22:56:34,13102539,1596,3,0, 골목식당 보면 회사사람들이랑 결국 비슷한것 같아요. 
23,2019-01-28 22:07:12,13106230,309,7,0, 저는 뭘로 메모 되있으려나요..? 
23,2019-01-28 22:17:12,13106267,3016,5,1, “위안부 후원 브랜드 가방 들지 말라”금지령 제주항공 日협력업체.gisa 
23,2019-01-28 22:27:01,13106304,2425,5,0, 한류 붐으로 흑자전환 “세계 제일의 점포”를 목표로 타워레코드의 도전 (일어주의) 
23,2019-01-28 22:36:49,13106343,3139,21,1," '한국인 관광객, 태국 수완나폼 공항서 직원 뺨 때려' "
23,2019-01-28 22:47:24,13106377,715,5,0, 저의 첫 클리앙 진입과 첫 pda는... 
23,2019-01-28 22:56:35,13106417,682,8,0, 알라딘 중고서점 책도 인터넷 주문하고 싶네요 
23,2019-01-29 22:00:40,13109892,1607,5,10," 김복동 할머니의 마지막 말,'일본 해도 해도 너무한다' "
23,2019-01-29 22:06:50,13109908,874,9,0, 지금 타이밍이 폰 바꾸는게 참 애매하네요 
23,2019-01-29 22:12:03,13109926,1205,5,4, 아이즈원 미공개 영상이 
23,2019-01-29 22:16:34,13109940,1003,11,0, 모공보니..모바일 탑승권 많이들 쓰시는군요? 전 언제나? 
23,2019-01-29 22:21:53,13109950,5993,16,0," 김나영, 직접 이혼 발표..”남편 신뢰 깨졌다..두 아이 혼자 키울 것” "
23,2019-01-29 22:26:59,13109968,5003,4,1, 복숭아밭 아가씨가 너무 관능적이네요. 
23,2019-01-29 22:31:45,13109986,1176,2,0, 파x다학원은 명절때마다 꾸준히 이벤트하네요 
23,2019-01-29 22:37:30,13110001,2895,4,7, 성매매 여성은 탈세범이죠 
23,2019-01-29 22:42:03,13110015,804,6,0, '짤방'이라는 단어 알면 아재 라는 증거 아닌가요 ? 
23,2019-01-23 23:12:18,13087229,625,2,0, 트위치 킹오파98 정인신선 VS 정질 붙습니다! 빨리오세요 
23,2019-01-23 23:17:02,13087245,1431,4,0, 골목식당 방학 때 경희대 앞 답사? 
23,2019-01-23 23:26:50,13087276,1469,4,0, 여긴 졸업해도 그냥 고졸같은데 아무튼 대안 대학교라네요.. 
23,2019-01-23 23:31:56,13087289,1225,2,0, 스팀유저이지만 플스를 사는 이유.. 
23,2019-01-23 23:36:58,13087307,12825,33,197, 연합뉴스가 손혜원 기사를 조작하는 방식 
23,2019-01-23 23:41:50,13087318,4988,17,1, 피임이 어려웠어요 
23,2019-01-23 23:46:28,13087330,343,2,1, 게시글 글자가 까맣게 보이는 경우가 있네요... 
23,2019-01-23 23:51:45,13087343,314,0,0, 컴퓨터 한번 더 초기화 해야겠네요. 
23,2019-01-23 23:57:15,13087361,2769,25,0, 신기한 자전거 운동 기구를 봤어요. 
23,2019-01-24 23:01:37,13091598,1192,7,0, 일본은 키퍼가 구멍 우리나라는 키퍼가 최강ㅋ 
23,2019-01-24 23:11:59,13091634,452,1,0, LOL) 젠지는 안되겠네요.... 
23,2019-01-24 23:31:53,13091711,706,2,0, 아 아쉽 
23,2019-01-24 23:42:17,13091745,3753,7,1, 아이즈원) 오늘 브이앱 한짤 요약.gif 
23,2019-01-24 23:51:25,13091772,1257,5,0, 근데 만약 넥슨을 삼성에서 사게 된다면 
23,2019-01-25 23:11:31,13095763,648,2,0, 선수들이 집중력이... 
23,2019-01-25 23:22:24,13095820,450,1,0, 카타르가 너무 겁먹은거 아닌가요 
23,2019-01-25 23:32:13,13095901,431,2,0, 정우영 존 
23,2019-01-25 23:42:19,13096064,1998,3,0, 손흥민 왜 쓰는 건지요? 
23,2019-01-25 23:52:14,13096181,851,7,0, 침대축구가 최고다 진짜 
23,2019-01-26 23:05:47,13099416,656,2,0, 온라인으론 도박이나 로또나 안하는게 좋은 것 같아요 
23,2019-01-26 23:17:07,13099455,2230,14,0, 커피맛 보러 가는 체인 
23,2019-01-26 23:27:21,13099489,2371,14,0, 애플 ㅂㄷㅂㄷ 
23,2019-01-26 23:36:51,13099530,714,8,0, 노트북 뽐이 죽질 않네요 
23,2019-01-26 23:47:11,13099577,1291,10,2, 벤투 욕하시는 분들 공통점 
23,2019-01-26 23:56:58,13099623,2474,5,0, [스캐] 케이가 왜 벽에 그렇게 쓰는지... 나왔군요. 
23,2019-01-27 23:02:15,13102562,1335,14,0, 소개팅 한 30명 정도 하면 인연을 만날수 잇을까요? 
23,2019-01-27 23:06:43,13102582,3867,11,0, 진짜 갖고 싶은 전화기 
23,2019-01-27 23:17:09,13102618,1832,11,0, 구급차 타본 후기 
23,2019-01-27 23:21:22,13102636,1473,11,0, [약스포] 넷플릭스 킹덤 1화를 보았습니다. 
23,2019-01-27 23:27:07,13102652,1969,9,1, (노스포) 킹덤 후기 
23,2019-01-27 23:31:01,13102666,1541,5,10, 진짜 스트레이트 보는데 뒷목잡게 만드네요 
23,2019-01-27 23:36:52,13102680,1590,30,1," 법인대표, 개인사업자 등의 소득은 근로자들의 소득과 다른 듯요. "
23,2019-01-27 23:42:20,13102699,4613,4,29, 김앤장은 정말 사회악이네요 
23,2019-01-27 23:46:46,13102716,1927,7,0, 14년전 구매해서 아직까지 사용하는 사운드카드. 
23,2019-01-27 23:52:07,13102729,781,8,1, 기레기들은 초계기 문제를 딴나라 일처럼 다루네요 
23,2019-01-27 23:56:30,13102745,1337,5,0, LG U+ 넷플릭스 속도 
23,2019-01-28 23:06:27,13106452,1566,12,0, 홍준표 “나는 누명 쓰고 쫓겨난 조강지처…다시 받아들이는 게 도리” 
23,2019-01-28 23:16:29,13106477,1188,9,1, 아니 삼성 보급형엔 배터리 팍팍 넣어주는데 플래그쉽은 왜... 
23,2019-01-28 23:27:05,13106515,1384,6,0, u+ IPTV로 바꿨는데 많이 편해졌습니다. 
23,2019-01-28 23:36:21,13106538,1708,0,0, 뭔 사건이 터졌나요? 
23,2019-01-28 23:46:45,13106580,595,14,0, 코빈 모호한 입장에… 英 젊은층 노동당 지지율 하락세 
23,2019-01-28 23:57:06,13106609,1461,8,2, 글이 200개가 넘는데 댓글이 0개인 회원의 커뮤니티를 하는 목적이 뭘까요? 
23,2019-01-29 23:02:08,13110073,1017,4,0, 다들 지금 뭐 드시고 계세요?!! 
23,2019-01-29 23:06:49,13110085,2482,9,0, 새 컴퓨터가 때깔도 곱네요 
23,2019-01-29 23:11:02,13110099,5124,12,0, 해운대 모텔입니다 
23,2019-01-29 23:16:36,13110108,1361,2,0, 이 경찰은 어찌 되었을까요 
23,2019-01-29 23:21:51,13110127,3055,6,1, 빚쟁이의 삶..(feat. 디딤돌) 
23,2019-01-29 23:27:03,13110148,1350,1,0, PD수첩보는데 무안단물이 나오네요 
23,2019-01-29 23:32:05,13110160,482,3,1, [Teaser] CLC - No 
23,2019-01-29 23:37:32,13110170,1920,13,0, Kt 넷플 진짜 미치겠네요 
